title,text
Air America,Roger SpottiswoodeAction Adventure Comedy Drama
Air Bud,Charles Martin SmithComedy Family Drama
Air Bud 3: World Pup,Bill BannermanComedy Drama Family
Air Buddies,Robert VinceAdventure Comedy Family
Air Doll,Hirokazu KoreedaDrama
Air Force One,Wolfgang PetersenAction Thriller
Air Mater,Rob GibbsAnimation Family
Airborne,Rob BowmanAction Adventure Comedy
Airheads,Michael LehmannComedy Crime Music
Airplane Ii: The Sequel,Ken FinklemanComedy
Airplane!,Jim AbrahamsComedy
Airplane!,David ZuckerComedy
Airplane!,Jerry ZuckerComedy
Airport,George SeatonAction Drama Thriller
Airport '77,Jerry JamesonAction Adventure Drama Thriller
Airport 1975,Jack SmightAction Adventure Drama Thriller
Ajami,Scandar CoptiCrime Drama
Ajami,Yaron ShaniCrime Drama
Akeelah And The Bee,Doug AtchisonDrama
Akira,Katsuhiro ŌtomoScience Fiction Animation
Alabama Moon,Tim McCanliesAction Adventure Drama Family
Aladdin,Ron ClementsAnimation Family Comedy Adventure Fantasy Romance
Aladdin,John MuskerAnimation Family Comedy Adventure Fantasy Romance
Aladdin And The King Of Thieves,Tad StonesAdventure Animation Family
Alamo Bay,Louis MalleDrama
Alan Partridge: Alpha Papa,Declan LowneyComedy
Alatriste,Agustín Díaz YanesAction
Albert Nobbs,Rodrigo GarcíaDrama
Alex & Emma,Rob ReinerComedy Romance
Alex Cross,Rob CohenAction Thriller Crime Mystery
Alexander,Oliver StoneWar History Action Adventure Drama Romance
"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Miguel ArtetaFamily Comedy
Alfie,Charles ShyerComedy
Alfie,Lewis GilbertComedy Drama Romance
Ali,Michael MannDrama
Ali G Indahouse,Mark MylodComedy
Ali: Fear Eats The Soul,Rainer Werner FassbinderRomance Drama
Alibi.Com,Philippe LacheauComedy
Alice,Woody AllenComedy Drama Romance
Alice,Jan ŠvankmajerAnimation Comedy Fantasy Horror
Alice Doesn'T Live Here Anymore,Martin ScorseseDrama Romance
Alice In Wonderland,Hamilton LuskeAnimation Adventure Family Fantasy
Alice In Wonderland,Wilfred JacksonAnimation Adventure Family Fantasy
Alice In Wonderland,Clyde GeronimiAnimation Adventure Family Fantasy
Alice In Wonderland,Tim BurtonFamily Fantasy Adventure
Alice In Wonderland,Nick WillingFantasy Family
Alice In Wonderland,Harry HarrisFamily Fantasy
Alice Through The Looking Glass,James BobinFamily Fantasy
Alice'S Adventures In Wonderland,William SterlingFamily Fantasy Music
Alien,Ridley ScottHorror Action Thriller Science Fiction
Alien Abduction,Matty BeckermanHorror Science Fiction Thriller
Alien Abduction: Incident In Lake County,Dean AliotoDrama Horror Science Fiction
Alien Autopsy,Jonny CampbellComedy Science Fiction
Alien Nation,Graham BakerCrime Science Fiction Thriller
Alien Nation: Dark Horizon,Kenneth JohnsonScience Fiction
Alien Outpost,Jabbar RaisaniThriller Action Science Fiction
Alien Raiders,Ben RockHorror Science Fiction Thriller
Alien Trespass,R. W. GoodwinAction Adventure Comedy Science Fiction
Alien: Covenant,Ridley ScottHorror Science Fiction Thriller
Alien: Resurrection,Jean-Pierre JeunetScience Fiction Horror Action
Aliens,James CameronHorror Action Thriller Science Fiction
Aliens In The Attic,John SchultzAdventure Comedy Family Fantasy Science Fiction
Aliens Vs Predator: Requiem,Colin StrauseFantasy Action Science Fiction Thriller Horror
Aliens Vs Predator: Requiem,Greg StrauseFantasy Action Science Fiction Thriller Horror
Alien³,David FincherScience Fiction Action Horror
Alive,Frank MarshallAction Adventure Drama Thriller
All About Anna,Jessica NilssonComedy Drama Romance
All About Eve,Joseph L. MankiewiczDrama
All About My Mother,Pedro AlmodóvarComedy Drama
All About Steve,Phil TraillComedy
All About The Benjamins,Kevin BrayAction Adventure Comedy
All About Them,Jérôme BonnellComedy Romance
All Cheerleaders Die,Chris SivertsonHorror Thriller Comedy
All Cheerleaders Die,Lucky McKeeHorror Thriller Comedy
All Dogs Go To Heaven,Gary GoldmanDrama Animation Family Comedy Fantasy
All Dogs Go To Heaven,Don BluthDrama Animation Family Comedy Fantasy
All Dogs Go To Heaven,Dan KuensterDrama Animation Family Comedy Fantasy
All Dogs Go To Heaven 2,Paul SabellaRomance Animation Family Adventure Fantasy
All Dogs Go To Heaven 2,Larry LekerRomance Animation Family Adventure Fantasy
All Eyez On Me,Benny BoomDrama Music
All Fall Down,John FrankenheimerDrama
All For One,Rasmus HeideComedy
All Good Things,Andrew JareckiDrama Mystery Thriller Crime Romance
All Hallows' Eve,Damien LeoneHorror
All Is Lost,J.C. ChandorAction Adventure Drama
All Ladies Do It,Tinto BrassComedy Drama
All Nighter,Gavin WiesenComedy
All Of Me,Carl ReinerFantasy Comedy Science Fiction Romance
All Of My Heart,Peter DeLuiseRomance TV Movie
All Over Me,Alex SichelDrama Romance
All Over The Guy,Julie DavisComedy Romance
All Quiet On The Western Front,Lewis MilestoneDrama War
All Quiet On The Western Front,Delbert MannDrama History War
All Roads Lead To Rome,Ella LemhagenComedy Romance
All Star Superman,Sam LiuAnimation Action Adventure
All Superheroes Must Die,Jason TrostScience Fiction Thriller
All That Glitters,Géraldine NakacheComedy
All That Glitters,Hervé MimranComedy
All That Heaven Allows,Douglas SirkDrama Romance
All That Jazz,Bob FosseDrama Music
All The Boys Love Mandy Lane,Jonathan LevineHorror Mystery Thriller
All The King'S Men,Steven ZaillianDrama Thriller
All The King'S Men,Robert RossenDrama
All The President'S Men,Alan J. PakulaDrama History Mystery Thriller
All The Pretty Horses,Billy Bob ThorntonDrama Romance Western
All The Real Girls,David Gordon GreenDrama Romance
All The Right Moves,Michael ChapmanRomance Drama
All The Way,Jay RoachDrama History TV Movie
All The Way Boys,Giuseppe ColizziAdventure Action Comedy
All Things To All Men,George IsaacThriller Crime
All Three Of Us,KheironDrama Comedy
Allan Quatermain And The Lost City Of Gold,Gary NelsonAction Adventure Comedy
Allegiant,Robert SchwentkeAdventure Science Fiction
Allied,Robert ZemeckisAction Drama War Romance Thriller
Allies,Dominic BurnsAction War
Alligator,Lewis TeagueHorror Science Fiction Thriller
Almanya: Welcome To Germany,Yasemin SamdereliDrama Comedy
Almost Christmas,David E. TalbertComedy Drama
Almost Famous,Cameron CroweDrama Music
Almost Heroes,Christopher GuestAction Adventure Comedy Western
Aloft,Claudia LlosaDrama
Aloha,Cameron CroweDrama Comedy Romance
Aloha Scooby-Doo!,Tim MaltbyFamily Animation
Alone In Berlin,Vincent PérezDrama
Alone In The Dark,Uwe BollAction Fantasy Horror Thriller
Alone In The Dark 2,Michael RoeschAction Fantasy Horror
Alone In The Dark 2,Peter ScheererAction Fantasy Horror
Along Came A Spider,Lee TamahoriCrime Mystery Thriller Action
Along Came Polly,John HamburgComedy Romance
Alpha And Omega,Ben GluckFamily Animation
Alpha And Omega,Anthony BellFamily Animation
Alpha Dog,Nick CassavetesCrime Drama
Alphaville,Jean-Luc GodardDrama Science Fiction Mystery
Altered,Eduardo SánchezHorror Science Fiction Thriller
Altered States,Ken RussellMystery Drama Fantasy Science Fiction Thriller Horror
Altitude,Kaare AndrewsHorror Action Thriller Science Fiction
Altitude,Alex MerkinAction Thriller
Alvin And The Chipmunks,Tim HillComedy Music Family Fantasy Animation
Alvin And The Chipmunks: Chipwrecked,Mike MitchellComedy Fantasy Family Music Animation
Alvin And The Chipmunks: The Road Chip,Walt BeckerAdventure Animation Comedy Family
Alvin And The Chipmunks: The Squeakquel,Betty ThomasComedy Family Animation Fantasy Music
Always,Steven SpielbergFantasy Drama Romance
Always,Song Il-gonRomance Drama
Always Shine,Sophia TakalThriller
Amadeus,Miloš FormanDrama History Music
Amanda Knox,Rod BlackhurstDocumentary
Amanda Knox,Brian McGinnDocumentary
Amarcord,Federico FelliniComedy Drama
Amateur Night,Lisa AddarioComedy
Amateur Night,Joe SyracuseComedy
Amazing Grace,Michael AptedDrama
Amazonia,Thierry RagobertFamily Adventure
Ambushed,Giorgio SerafiniAction Crime Drama
Amelia,Mira NairAdventure
Amen.,Costa-GavrasDrama History
Amer,Hélène CattetThriller Horror
Amer,Bruno ForzaniThriller Horror
America'S Sweethearts,Joe RothComedy Romance
American Beauty,Sam MendesDrama
American Buffalo,Michael CorrenteDrama
American Crude,Craig ShefferComedy
American Dreamz,Paul WeitzComedy Drama Family
American Flyers,John BadhamDrama
American Gangster,Ridley ScottDrama Crime
American Gigolo,Paul SchraderThriller Drama Crime Romance
American Graffiti,George LucasComedy Drama
American Grindhouse,Elijah DrennerDocumentary History
American Gun,Aric AvelinoDrama
American Heist,Sarik AndreasyanAction
American Hero,Nick LoveAction Comedy Science Fiction
American History X,Tony KayeDrama
American Honey,Andrea ArnoldDrama
American Hustle,David O. RussellDrama Crime
American Mary,Jen SoskaHorror Thriller
American Mary,Sylvia SoskaHorror Thriller
American Movie,Chris SmithDocumentary
American Ninja,Sam FirstenbergAction Adventure
American Ninja 2: The Confrontation,Sam FirstenbergAction Adventure Drama
American Outlaws,Les MayfieldAction Western
American Pastoral,Ewan McGregorDrama
American Pie,Chris WeitzComedy Romance
American Pie,Paul WeitzComedy Romance
American Pie 2,J.B. RogersComedy Romance
American Pie Presents: Band Camp,Steve RashComedy
American Pie Presents: Beta House,Andrew WallerComedy
American Pie Presents: The Book Of Love,John PutchComedy
American Pie Presents: The Naked Mile,Joe NussbaumComedy
American Psycho,Mary HarronThriller Drama Crime
American Psycho 2: All American Girl,Morgan J. FreemanHorror Thriller
American Reunion,Jon HurwitzComedy
American Reunion,Hayden SchlossbergComedy
American Sniper,Clint EastwoodWar Action
American Splendor,Shari Springer BermanComedy Drama
American Splendor,Robert PulciniComedy Drama
American Ultra,Nima NourizadehComedy Action
American Violence,Timothy Woodward Jr.Crime Drama Thriller
American Warships,Thunder LevinAction Thriller Science Fiction
American Wedding,Jesse DylanComedy Romance
Amira & Sam,Sean MullinDrama Romance Comedy
Amityville 3-D,Richard FleischerHorror Thriller
Amityville Ii: The Possession,Damiano DamianiHorror
Amityville: A New Generation,John MurlowskiHorror
Amityville: The Awakening,Franck KhalfounThriller Horror
Amnesiac,Michael PolishThriller Mystery Drama Horror
Among Friends,Danielle HarrisComedy Horror
Amores Perros,Alejandro González IñárrituDrama Thriller
Amos & Andrew,E. Max FryeAction Comedy
Amour,Michael HanekeDrama Romance
Amusement,John SimpsonHorror Thriller
Amy,Asif KapadiaDocumentary Music
Amy Schumer: The Leather Special,Amy SchumerComedy
Amélie,Jean-Pierre JeunetComedy Romance
An Adventure In Space And Time,Terry McDonoughDrama
An Affair To Remember,Leo McCareyDrama Romance
An All Dogs Christmas Carol,Paul SabellaAnimation Family Comedy
An All Dogs Christmas Carol,Gary SelvaggioAnimation Family Comedy
An American Crime,Tommy O'HaverCrime Drama
An American Haunting,Courtney SolomonHorror Thriller
An American In Paris,Vincente MinnelliDrama Comedy Music Romance
An American Rhapsody,Éva GárdosDrama Family
An American Tail,Don BluthDrama Family Animation Adventure
An American Tail: Fievel Goes West,Phil NibbelinkAdventure Animation Family
An American Tail: Fievel Goes West,Simon WellsAdventure Animation Family
An American Tail: The Mystery Of The Night Monster,Larry LathamAdventure Fantasy Animation Science Fiction Mystery Family
An American Werewolf In London,John LandisHorror Comedy
An American Werewolf In Paris,Anthony WallerHorror Comedy
An Amish Murder,Stephen GyllenhaalTV Movie Drama Mystery Thriller
An Education,Lone ScherfigDrama Romance
An Empress And The Warriors,Ching Siu-TungAction Adventure
An Evening With Kevin Smith 2: Evening Harder,J.M. KennyComedy Documentary
An Extremely Goofy Movie,Douglas McCarthyAnimation Family Comedy
An Ideal Husband,Oliver ParkerDrama Comedy Romance
An Inconvenient Truth,Davis GuggenheimDocumentary
An Innocent Man,Peter YatesAction Crime Drama Thriller
An Officer And A Gentleman,Taylor HackfordDrama Romance
An Unfinished Life,Lasse HallströmDrama
Anaconda,Luis LlosaAdventure Horror Thriller
Anaconda 3: Offspring,Don E. FauntLeRoyAction Horror Thriller
Anacondas: The Hunt For The Blood Orchid,Dwight H. LittleAdventure Action Horror Science Fiction Thriller
Analyze That,Harold RamisComedy Crime
Analyze This,Harold RamisComedy Crime
Anamorph,Henry MillerCrime Thriller
Anastasia,Gary GoldmanAnimation Family
Anastasia,Don BluthAnimation Family
Anatomy,Stefan RuzowitzkyHorror Thriller
Anatomy Of A Murder,Otto PremingerCrime Drama Mystery Thriller
Anatomy Of Hell,Catherine BreillatDrama
Anchorman 2: The Legend Continues,Adam McKayComedy
Anchorman: The Legend Of Ron Burgundy,Adam McKayComedy
Anchors Aweigh,George SidneyComedy Fantasy Music Romance
And Now For Something Completely Different,Ian MacNaughtonComedy
And So It Goes,Rob ReinerComedy Drama Romance
And Soon The Darkness,Marcos EfronHorror Thriller Crime Mystery
And Then There Were None,René ClairCrime Drama Mystery
Andiamo A Quel Paese,Salvatore FicarraComedy
Andiamo A Quel Paese,Valentino PiconeComedy
Andrei Rublev,Andrei TarkovskyDrama History
Anesthesia,Tim Blake NelsonDrama Thriller
Angel,Robert Vincent O'NeillAction Thriller Crime
Angel And The Badman,James Edward GrantRomance Western
Angel Eyes,Luis MandokiDrama Romance Thriller
Angel Face,Otto PremingerCrime Drama Romance
Angel Heart,Alan ParkerHorror Mystery Thriller
Angel-A,Luc BessonRomance Comedy Drama Fantasy
Angela'S Ashes,Alan ParkerDrama
Angelique,Bernard BorderieAdventure Romance History
Angels & Demons,Ron HowardThriller Mystery
Angels Crest,Gaby DellalDrama
Angels In America,Mike NicholsDrama Fantasy
Angels In The Outfield,William DearFantasy Drama Comedy Family
Angels Sing,Tim McCanliesTV Movie Family Drama
Angels With Dirty Faces,Michael CurtizDrama Action Crime
Anger Management,Peter SegalComedy
Angst,Gerald KarglCrime Drama Horror Thriller
"Angus, Thongs And Perfect Snogging",Gurinder ChadhaComedy Drama Family Romance
Animal Crackers,Victor HeermanComedy
Animal Factory,Steve BuscemiCrime Drama
Animal Farm,John HalasAnimation Comedy Drama
Animal Farm,Joy BatchelorAnimation Comedy Drama
Animal House,John LandisComedy
Animal Kingdom,David MichôdDrama Thriller Crime
Animals,Douglas AarniokoskiHorror Thriller
Animals United,Reinhard KloossAnimation Family Comedy
Animals United,Holger TappeAnimation Family Comedy
Anita,Torgny WickmanDrama
Anna And The King,Andy TennantDrama History Romance
Anna Karenina,Bernard RoseDrama Romance
Anna Karenina,Joe WrightDrama Romance
Annabelle,John R. LeonettiHorror
Annapolis,Justin LinDrama
Anne Of Green Gables,Kevin SullivanDrama Family
Annie,John HustonComedy Drama Family Music
Annie,Will GluckComedy Drama Family
Annie Hall,Woody AllenComedy Drama Romance
Anomalisa,Duke JohnsonAnimation Comedy Drama Romance
Anomalisa,Charlie KaufmanAnimation Comedy Drama Romance
Anonymous,Roland EmmerichDrama History Thriller
Another 48 Hrs.,Walter HillThriller Action Comedy Crime Drama
Another Cinderella Story,Damon SantostefanoMusic
Another Earth,Mike CahillDrama Science Fiction
Another Gay Movie,Todd StephensComedy Romance
Another Me,Isabel CoixetThriller Mystery
Another Stakeout,John BadhamAction Comedy
Another Year,Mike LeighComedy Drama
Another You,Maurice PhillipsComedy Drama
Ant-Man,Peyton ReedScience Fiction Action Adventure
Antboy,Ask HasselbalchComedy Adventure Family
Anthony Zimmer,Jérôme SalleDrama Thriller Crime Romance
Anthropoid,Sean EllisHistory Thriller War
Anti Matter,Keir BurrowsScience Fiction
Antibirth,Danny PerezHorror
Antichrist,Lars von TrierDrama Horror Thriller
Antigang,Benjamin RocherAction Drama
Antisocial,Cody CalahanHorror Thriller
Antitrust,Peter HowittAction Crime Drama
Antiviral,Brandon CronenbergScience Fiction Horror
Antwone Fisher,Denzel WashingtonDrama Romance
Antz,Eric DarnellAdventure Animation Comedy Family
Antz,Tim JohnsonAdventure Animation Comedy Family
Anuvahood,Adam DeaconComedy Foreign
Anuvahood,Daniel TolandComedy Foreign
Any Day,Rustam BranamanThriller Drama Romance
Any Day Now,Travis FineDrama
Any Given Sunday,Oliver StoneDrama
Any Which Way You Can,Buddy Van HornAction Adventure Comedy
Anything Else,Woody AllenComedy Romance
Anything For Her,Fred CavayéDrama Thriller
Anywhere But Here,Wayne WangDrama Comedy Romance
Apartment 1303 3D,Michael TavernaHorror
Apartment Zero,Martin DonovanThriller Horror Drama
Apocalypse Now,Francis Ford CoppolaDrama War
Apocalypto,Mel GibsonAction Adventure Drama Thriller
Apollo 13,Ron HowardDrama
Apollo 18,Gonzalo López-GallegoHorror Thriller Science Fiction
Appaloosa,Ed HarrisDrama Western Crime
Appleseed,Shinji AramakiAnimation Action Science Fiction
Appleseed Alpha,Shinji AramakiAnimation Science Fiction Action
Appleseed: Ex Machina,Shinji AramakiAnimation Action Thriller Science Fiction
Appointment With Death,Michael WinnerThriller Crime Mystery Drama
Approaching The Unknown,Mark Elijah RosenbergThriller Drama Science Fiction
April And The Extraordinary World,Franck EkinciThriller Adventure Animation Comedy Fantasy Science Fiction
April And The Extraordinary World,Christian DesmaresThriller Adventure Animation Comedy Fantasy Science Fiction
April Fool'S Day,Fred WaltonHorror Mystery
April Rain,Luciano SaberAction
Apt Pupil,Bryan SingerDrama Thriller
Aquamarine,Elizabeth Allen RosenbaumFantasy Romance Family Comedy
Aquarius,Kleber Mendonça FilhoDrama
Arabesque,Stanley DonenAction Adventure Thriller
Arabian Adventure,Kevin ConnorFantasy Science Fiction Family
Arachnophobia,Frank MarshallComedy Horror
Arachnoquake,Griff FurstHorror Science Fiction
Arbitrage,Nicholas JareckiDrama Thriller
Arcadia,Olivia SilverDrama Family
Arctic Blast,Brian Trenchard-SmithScience Fiction
Are We Done Yet?,Steve CarrComedy Family Drama
Are We There Yet?,Brian LevantAdventure Comedy Family Romance
Are You Here,Matthew WeinerComedy
Area 51,Oren PeliHorror Thriller Science Fiction
Arena,Jonah LoopAction Thriller Science Fiction
Ares,Jean-Patrick BenesDrama Thriller Science Fiction
Argo,Ben AffleckDrama Thriller
Ariel,Aki KaurismäkiDrama Crime
Arizona Dream,Emir KusturicaFantasy Comedy Drama Romance
Arlington Road,Mark PellingtonDrama Thriller Mystery
Armageddon,Michael BayAction Thriller Science Fiction Adventure
Armed And Dangerous,Mark L. LesterAction Comedy Crime
Armored,Nimród AntalAction Crime Drama Thriller
Armour Of God,Jackie ChanAdventure Action Comedy
Armour Of God,Eric TsangAdventure Action Comedy
Armour Of God Ii: Operation Condor,Jackie ChanAction Adventure Crime Thriller
